reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.972 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.784 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.805 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.807 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.903 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.785 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.699 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.235 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.191 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.031 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.919 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.834 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.859 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.71 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.796 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.665 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.68 
